Order ID,Order Date,Region,Category,Sales,Profit
CA-2011-155887,12-05-2011,East,Furniture,700.056,-130.0104
US-2012-165449,22-11-2012,Central,Technology,27.168,-1.3584
CA-2012-110247,04-12-2012,South,Office Supplies,8.226,-6.0324
US-2011-141257,08-06-2011,West,Furniture,585.552,73.194
CA-2011-154669,08-08-2011,West,Office Supplies,423.28,110.0528
CA-2011-158029,26-05-2011,West,Furniture,225.296,22.5296
CA-2012-155306,17-04-2012,West,Office Supplies,5.56,2.224
CA-2012-155306,17-04-2012,West,Technology,323.37,129.348
CA-2012-155306,17-04-2012,West,Technology,783.96,68.5965
CA-2012-155306,17-04-2012,West,Office Supplies,1447.65,419.8185
CA-2012-155306,17-04-2012,West,Office Supplies,11.96,5.8604
CA-2013-127775,12-06-2013,East,Technology,239.97,71.991
CA-2013-146171,12-03-2013,South,Furniture,76.92,31.5372
CA-2013-146171,12-03-2013,South,Office Supplies,481.32,125.1432
CA-2011-129574,26-05-2011,West,Office Supplies,48.4,23.232
CA-2014-126536,13-10-2014,West,Technology,0.99,0.4356
CA-2014-126536,13-10-2014,West,Office Supplies,101.84,36.917
CA-2014-165757,23-06-2014,East,Office Supplies,10.332,-7.5768
CA-2014-165757,23-06-2014,East,Office Supplies,31.155,-23.8855
CA-2014-165757,23-06-2014,East,Office Supplies,8.928,0.6696
CA-2014-167752,16-01-2014,East,Office Supplies,34.384,3.8682
CA-2014-167752,16-01-2014,East,Office Supplies,1924.16,312.676
US-2012-122140,02-04-2012,Central,Office Supplies,32.192,-80.48
US-2012-122140,02-04-2012,Central,Technology,50.12,-0.6265
US-2012-122140,02-04-2012,Central,Technology,47.976,1.7991
CA-2013-163986,04-09-2013,Central,Office Supplies,54.5,14.17
CA-2014-158967,11-12-2014,South,Furniture,19.104,5.7312
CA-2013-131576,23-11-2013,Central,Office Supplies,49.44,24.2256
CA-2014-143455,12-11-2014,East,Office Supplies,10.368,3.6288
CA-2013-144729,22-10-2013,West,Office Supplies,154.44,1.5444
CA-2012-127019,21-12-2012,West,Office Supplies,60.984,4.5738
CA-2012-138534,17-07-2012,West,Furniture,195.466,-13.7976
CA-2014-108322,01-05-2014,South,Furniture,23.68,6.216
CA-2014-108322,01-05-2014,South,Technology,2.376,0.7425
CA-2014-167668,07-05-2014,East,Office Supplies,59.2,29.6
CA-2014-146724,21-11-2014,Central,Office Supplies,22,9.68
CA-2013-139878,12-11-2013,Central,Technology,257.98,74.8142
US-2013-106677,06-11-2013,East,Technology,23.988,-15.992
CA-2013-116974,10-10-2013,East,Technology,23.976,-15.5844
CA-2012-149972,21-09-2012,West,Furniture,601.536,0
CA-2012-149972,21-09-2012,West,Office Supplies,7.9,2.528
US-2011-117744,02-12-2011,Central,Furniture,58.36,-24.803
US-2011-117744,02-12-2011,Central,Office Supplies,16.464,1.4406
US-2011-117744,02-12-2011,Central,Furniture,39.96,-23.976
CA-2011-125514,21-09-2011,Central,Office Supplies,25.96,7.5284
CA-2011-125514,21-09-2011,Central,Office Supplies,36.27,10.881
CA-2011-125514,21-09-2011,Central,Office Supplies,6.48,3.1104
CA-2011-154599,12-04-2011,West,Technology,1075.088,94.0702
CA-2011-154599,12-04-2011,West,Technology,438.368,38.3572
CA-2011-154599,12-04-2011,West,Office Supplies,18.088,6.5569
CA-2011-154599,12-04-2011,West,Furniture,308.499,-18.147
CA-2014-158743,21-10-2014,South,Office Supplies,13.36,4.1416
CA-2014-158743,21-10-2014,South,Office Supplies,39.96,18.7812
CA-2014-158743,21-10-2014,South,Office Supplies,145.85,70.008
CA-2013-153318,26-10-2013,South,Technology,783.96,78.396
US-2012-110163,01-11-2012,West,Office Supplies,7.88,1.773
CA-2014-143329,04-11-2014,West,Furniture,41.37,17.3754
CA-2012-159380,12-05-2012,West,Office Supplies,12.84,5.778
CA-2012-159380,12-05-2012,West,Office Supplies,25.68,11.556
CA-2012-122623,07-09-2012,Central,Furniture,47.516,-2.0364
CA-2012-148635,25-07-2012,West,Office Supplies,9.42,0.471
CA-2012-148635,25-07-2012,West,Office Supplies,12.96,6.2208
CA-2012-148635,25-07-2012,West,Furniture,704.9,56.392
CA-2012-148635,25-07-2012,West,Furniture,561.568,28.0784
CA-2012-135685,16-11-2012,Central,Office Supplies,179.82,84.5154
CA-2012-135685,16-11-2012,Central,Furniture,185.58,76.0878
CA-2012-135685,16-11-2012,Central,Furniture,214.11,36.3987
CA-2012-135685,16-11-2012,Central,Technology,999.96,229.9908
CA-2012-135685,16-11-2012,Central,Furniture,653.55,111.1035
CA-2012-104626,01-09-2012,East,Office Supplies,114.6,51.57
CA-2012-104626,01-09-2012,East,Furniture,60.74,15.185
CA-2012-104626,01-09-2012,East,Furniture,124.36,27.3592
CA-2012-104626,01-09-2012,East,Office Supplies,1088.76,315.7404
CA-2013-160500,06-05-2013,West,Office Supplies,6.72,2.352
CA-2013-160500,06-05-2013,West,Furniture,298.776,7.4694
CA-2014-100202,01-01-2014,West,Technology,302.376,22.6782
CA-2014-131016,19-09-2014,Central,Office Supplies,8.928,0.558
CA-2014-131016,19-09-2014,Central,Office Supplies,47.584,-2.974
US-2011-112914,25-09-2011,Central,Office Supplies,33.792,10.56
US-2011-112914,25-09-2011,Central,Furniture,300.5328,-97.2312
US-2011-112914,25-09-2011,Central,Office Supplies,2.724,-4.3584
US-2011-112914,25-09-2011,Central,Office Supplies,3.264,1.1016
CA-2013-124149,24-04-2013,East,Office Supplies,108.336,37.9176
CA-2013-124149,24-04-2013,East,Office Supplies,55.92,6.291
CA-2013-124149,24-04-2013,East,Office Supplies,78.304,29.364
CA-2011-148915,01-11-2011,West,Office Supplies,443.92,-94.333
CA-2011-148915,01-11-2011,West,Technology,155.976,54.5916
CA-2014-134649,27-01-2014,South,Office Supplies,15.47,4.1769
CA-2014-134649,27-01-2014,South,Office Supplies,7.16,3.4368
CA-2014-110842,12-11-2014,West,Office Supplies,10.89,2.8314
CA-2014-110842,12-11-2014,West,Office Supplies,19.44,9.3312
CA-2014-110842,12-11-2014,West,Office Supplies,121.6,39.52
CA-2013-147368,10-06-2013,South,Technology,695.7,-27.828
US-2012-104185,03-09-2012,East,Office Supplies,120.33,31.2858
US-2011-125521,14-03-2011,South,Furniture,1139.92,284.98
US-2014-135062,01-09-2014,South,Office Supplies,229.544,83.2097
CA-2014-135650,24-03-2014,Central,Office Supplies,143.728,-32.3388
CA-2014-112865,19-05-2014,East,Technology,36.048,-0.9012
US-2013-162852,28-12-2013,Central,Furniture,845.488,-12.0784
CA-2014-138163,18-11-2014,East,Office Supplies,50.94,14.2632
CA-2014-152093,11-09-2014,Central,Office Supplies,762.594,-1143.891
CA-2014-157854,09-04-2014,South,Furniture,56.28,15.7584
CA-2014-157854,09-04-2014,South,Office Supplies,2690.97,1264.7559
CA-2013-123617,29-11-2013,South,Office Supplies,7.434,-5.6994
US-2013-128293,03-06-2013,East,Office Supplies,64.784,-12.9568
CA-2014-107342,18-12-2014,Central,Office Supplies,28.16,13.2352
CA-2013-136371,20-03-2013,East,Furniture,14.98,6.8908
CA-2013-136371,20-03-2013,East,Furniture,20.32,6.9088
CA-2014-137344,21-08-2014,East,Office Supplies,40.29,10.4754
CA-2014-169810,26-07-2014,Central,Office Supplies,20.23,9.5081
CA-2013-128594,27-08-2013,West,Furniture,1603.136,100.196
CA-2013-154690,16-08-2013,South,Furniture,225.296,22.5296
CA-2014-138975,20-05-2014,South,Technology,67.8,4.068
CA-2014-138975,20-05-2014,South,Technology,377.97,98.2722
CA-2014-138975,20-05-2014,South,Furniture,1628.82,374.6286
CA-2014-138975,20-05-2014,South,Office Supplies,286.93,140.5957
CA-2014-106537,13-08-2014,South,Office Supplies,20.736,7.2576
US-2014-103828,14-08-2014,West,Office Supplies,31.44,8.4888
US-2014-103828,14-08-2014,West,Office Supplies,83.79,22.6233
US-2014-103828,14-08-2014,West,Office Supplies,59.52,15.4752
US-2014-103828,14-08-2014,West,Office Supplies,31.92,9.2568
CA-2013-115588,11-11-2013,East,Office Supplies,14.72,-3.312
CA-2013-115588,11-11-2013,East,Office Supplies,38.976,-2.436
CA-2014-143861,13-06-2014,South,Furniture,17.088,1.068
CA-2011-148040,22-03-2011,West,Office Supplies,74.352,23.235
CA-2011-148040,22-03-2011,West,Furniture,314.352,-35.3646
CA-2014-135167,16-06-2014,West,Office Supplies,4.26,1.7466
CA-2014-137022,17-11-2014,West,Office Supplies,811.28,24.3384
US-2014-102638,30-12-2014,East,Office Supplies,6.03,2.9547
US-2013-167339,21-01-2013,West,Furniture,153.568,-5.7588
US-2013-167339,21-01-2013,West,Furniture,1013.488,76.0116
CA-2013-152072,15-01-2013,East,Office Supplies,52.34,24.5998
CA-2013-152072,15-01-2013,East,Office Supplies,4.66,1.3514
CA-2013-152072,15-01-2013,East,Technology,254.97,91.7892
CA-2013-102932,20-09-2013,East,Office Supplies,25.44,12.72
CA-2013-102932,20-09-2013,East,Office Supplies,27.93,8.0997
CA-2011-165540,22-02-2011,Central,Office Supplies,8.85,-13.7175
CA-2013-130799,12-11-2013,West,Furniture,6.96,2.2272
CA-2013-164483,30-01-2013,West,Office Supplies,17.456,5.8914
US-2013-159856,19-10-2013,West,Furniture,307.92,-34.641
CA-2014-102099,19-12-2014,West,Office Supplies,6.63,1.7901
CA-2014-102099,19-12-2014,West,Office Supplies,12.96,6.2208
CA-2014-102099,19-12-2014,West,Office Supplies,32.4,15.552
CA-2014-164049,03-11-2014,West,Office Supplies,23.85,10.7325
CA-2011-142727,29-04-2011,South,Furniture,51.96,12.99
CA-2011-142727,29-04-2011,South,Office Supplies,17.94,8.6112
CA-2014-139913,24-10-2014,East,Office Supplies,11.56,5.6644
CA-2014-139913,24-10-2014,East,Office Supplies,26.4,11.88
CA-2014-139913,24-10-2014,East,Furniture,69.08,29.0136
CA-2014-139913,24-10-2014,East,Technology,35.88,10.0464
CA-2011-169033,30-03-2011,East,Office Supplies,49.65,20.853
US-2013-164630,04-01-2013,South,Technology,959.968,119.996
US-2012-114839,26-04-2012,Central,Furniture,408.422,-5.8346
CA-2012-166464,12-09-2012,East,Technology,479.984,59.998
CA-2012-166464,12-09-2012,East,Office Supplies,12.6,6.048
CA-2014-124898,12-09-2014,South,Office Supplies,184.66,84.9436
CA-2013-164035,13-06-2013,Central,Office Supplies,23.12,8.381
CA-2013-153577,28-06-2013,Central,Office Supplies,37.464,12.1758
CA-2013-153577,28-06-2013,Central,Furniture,539.658,-7.7094
CA-2011-127586,26-09-2011,West,Office Supplies,310.12,80.6312
CA-2014-121615,04-11-2014,Central,Office Supplies,8.56,3.852
CA-2014-121615,04-11-2014,Central,Office Supplies,52.4,14.148
CA-2014-121615,04-11-2014,Central,Office Supplies,14.94,6.8724
CA-2014-166415,20-02-2014,West,Office Supplies,11.22,0.2244
CA-2012-118444,05-11-2012,South,Office Supplies,387.136,24.196
CA-2011-113929,16-06-2011,East,Office Supplies,41.4,19.458
CA-2011-113929,16-06-2011,East,Office Supplies,35,10.5
CA-2011-113929,16-06-2011,East,Office Supplies,39.552,14.3376
CA-2012-134747,12-10-2012,Central,Technology,135.72,35.2872
CA-2012-134747,12-10-2012,Central,Office Supplies,12.56,5.652
CA-2012-134747,12-10-2012,Central,Technology,263.96,71.2692
CA-2014-155047,28-08-2014,Central,Office Supplies,5.952,0.372
CA-2013-160129,24-11-2013,East,Office Supplies,15.8,2.37
CA-2013-160129,24-11-2013,East,Furniture,14.368,3.9512
CA-2013-160129,24-11-2013,East,Furniture,70.448,12.3284
CA-2014-164329,31-01-2014,West,Office Supplies,129.3,6.465
US-2012-141453,30-11-2012,Central,Office Supplies,3.882,-5.823
CA-2011-156993,28-06-2011,Central,Office Supplies,6.08,3.04
CA-2011-157721,02-09-2011,East,Office Supplies,19.9,8.955
CA-2011-157721,02-09-2011,East,Furniture,70.71,4.9497
CA-2014-128629,11-07-2014,South,Furniture,18.84,7.9128
CA-2014-158106,05-06-2014,Central,Office Supplies,8.64,2.5056
US-2014-120390,20-10-2014,South,Office Supplies,1633.188,-1306.5504
CA-2014-143434,19-11-2014,Central,Furniture,19.76,8.2992
CA-2012-168564,08-08-2012,West,Office Supplies,6.608,2.2302
CA-2012-168564,08-08-2012,West,Office Supplies,7.28,2.73
CA-2012-168564,08-08-2012,West,Furniture,144.784,10.8588
US-2013-169040,07-12-2013,West,Technology,156.792,13.7193
US-2013-169040,07-12-2013,West,Technology,431.976,26.9985
US-2013-169040,07-12-2013,West,Office Supplies,35.89,16.1505
US-2013-169040,07-12-2013,West,Office Supplies,47.208,15.3426
US-2013-169040,07-12-2013,West,Office Supplies,248.08,116.5976
US-2013-169040,07-12-2013,West,Office Supplies,189.7,89.159
US-2013-169040,07-12-2013,West,Office Supplies,59.808,19.4376
CA-2014-155880,26-03-2014,Central,Furniture,90.99,14.5584
CA-2014-155880,26-03-2014,Central,Furniture,1526.56,427.4368
CA-2014-155880,26-03-2014,Central,Furniture,368.97,40.5867
CA-2014-126242,20-11-2014,West,Office Supplies,305.01,76.2525
CA-2014-126242,20-11-2014,West,Furniture,18.7,7.106
CA-2013-166443,05-11-2013,West,Furniture,38.29,16.4647
CA-2014-169859,15-12-2014,West,Furniture,26.25,11.025
CA-2014-169859,15-12-2014,West,Office Supplies,64.96,22.736
CA-2014-169859,15-12-2014,West,Office Supplies,43.7,20.539
CA-2014-134915,13-11-2014,West,Technology,41.6,13
CA-2014-134915,13-11-2014,West,Office Supplies,23.12,8.381
CA-2014-134915,13-11-2014,West,Furniture,113.888,9.9652
CA-2014-134915,13-11-2014,West,Furniture,113.568,-5.6784
CA-2014-134915,13-11-2014,West,Technology,7.92,0.693
CA-2014-134915,13-11-2014,West,Technology,671.984,50.3988
CA-2013-153353,19-08-2013,East,Technology,39.99,11.5971
CA-2014-123638,28-06-2014,East,Furniture,191.646,31.941
CA-2014-168900,05-05-2014,East,Office Supplies,2.313,-1.9275
CA-2012-158456,24-12-2012,West,Office Supplies,19.936,7.2268
CA-2012-158456,24-12-2012,West,Office Supplies,45.92,21.5824
CA-2014-143665,27-04-2014,West,Office Supplies,20.34,9.3564
CA-2014-143665,27-04-2014,West,Office Supplies,39.28,19.2472
CA-2014-137428,17-12-2014,West,Furniture,81.568,9.1764
CA-2014-137428,17-12-2014,West,Furniture,97.184,6.074
CA-2014-137428,17-12-2014,West,Office Supplies,24.32,8.208
CA-2014-137428,17-12-2014,West,Furniture,18.96,7.584
CA-2011-162866,27-12-2011,Central,Furniture,32.952,-19.7712
CA-2011-162866,27-12-2011,Central,Office Supplies,30.016,3.0016
CA-2014-167941,07-11-2014,South,Office Supplies,499.584,43.7136
CA-2014-167941,07-11-2014,South,Office Supplies,31.104,10.8864
CA-2014-167941,07-11-2014,South,Office Supplies,13.272,-10.6176
CA-2014-167941,07-11-2014,South,Furniture,28.272,6.3612
CA-2014-167941,07-11-2014,South,Office Supplies,259.136,-51.8272
CA-2014-111808,17-12-2014,Central,Office Supplies,10.8,5.184
CA-2012-137512,07-05-2012,Central,Furniture,244.006,-31.3722
CA-2012-137512,07-05-2012,Central,Office Supplies,15.936,5.3784
CA-2014-139773,05-12-2014,East,Furniture,188.552,-2.6936
CA-2014-134607,04-10-2014,East,Office Supplies,22.58,5.8708
CA-2011-109232,14-01-2011,South,Furniture,545.94,87.3504
CA-2012-139850,12-06-2012,East,Office Supplies,20.736,7.2576
CA-2012-139850,12-06-2012,East,Furniture,43.296,4.3296
CA-2011-131310,12-07-2011,West,Furniture,123.136,13.8528
CA-2011-131310,12-07-2011,West,Office Supplies,11.264,3.8016
US-2011-112872,06-12-2011,West,Office Supplies,53.424,4.6746
US-2011-112872,06-12-2011,West,Furniture,275.49,-170.8038
CA-2013-139269,26-05-2013,South,Furniture,24.96,6.24
CA-2013-139269,26-05-2013,South,Office Supplies,19.36,9.2928
CA-2013-139269,26-05-2013,South,Office Supplies,1267.65,152.118
CA-2013-139010,21-02-2013,West,Technology,12.99,0.7794
CA-2013-139010,21-02-2013,West,Office Supplies,18.56,6.496
CA-2013-139010,21-02-2013,West,Office Supplies,449.15,8.983
CA-2013-139010,21-02-2013,West,Office Supplies,31.248,10.9368
CA-2013-134376,03-10-2013,East,Office Supplies,61.44,16.5888
CA-2014-147291,12-03-2014,Central,Office Supplies,895.92,421.0824
CA-2013-112893,10-09-2013,West,Office Supplies,55.36,18.684
US-2011-150532,14-07-2011,West,Office Supplies,55.92,6.291
CA-2011-138317,21-06-2011,East,Office Supplies,24.896,8.4024
CA-2011-138317,21-06-2011,East,Furniture,3.984,0.6474
CA-2011-138317,21-06-2011,East,Technology,95.968,28.7904
CA-2011-138317,21-06-2011,East,Technology,206.991,-172.4925
CA-2011-138317,21-06-2011,East,Office Supplies,44.416,3.8864
CA-2011-138317,21-06-2011,East,Office Supplies,9.006,-7.2048
CA-2012-130610,05-07-2012,Central,Office Supplies,19,8.93
CA-2014-104381,17-12-2014,East,Office Supplies,33.376,10.43
CA-2013-131499,09-09-2013,East,Office Supplies,207.48,62.244
CA-2011-148761,17-05-2011,Central,Office Supplies,91.68,45.84
CA-2014-116519,14-10-2014,East,Office Supplies,904.9,253.372
CA-2011-130729,24-10-2011,West,Office Supplies,34.272,11.1384
CA-2013-124772,06-12-2013,South,Furniture,191.82,74.8098
CA-2013-115525,26-07-2013,East,Office Supplies,243.88,27.4365
CA-2014-134845,18-04-2014,West,Office Supplies,12.03,-9.223
CA-2014-134845,18-04-2014,West,Technology,2549.985,-3399.98
CA-2014-134845,18-04-2014,West,Office Supplies,21.594,-15.8356
CA-2014-134845,18-04-2014,West,Office Supplies,8.964,-6.5736
CA-2014-134845,18-04-2014,West,Office Supplies,20.736,7.2576
US-2012-138919,17-09-2012,East,Furniture,344.22,-103.266
US-2013-160528,24-08-2013,Central,Office Supplies,727.296,-172.7328
US-2013-160528,24-08-2013,Central,Furniture,22.608,-10.1736
US-2013-160528,24-08-2013,Central,Technology,666.4,-33.32
CA-2012-123568,08-11-2012,West,Office Supplies,5.04,0.2016
CA-2012-123568,08-11-2012,West,Office Supplies,92.94,41.823
CA-2012-123568,08-11-2012,West,Furniture,66.69,22.0077
CA-2012-123568,08-11-2012,West,Office Supplies,91.68,28.65
CA-2014-124674,18-11-2014,Central,Furniture,327.7328,-14.4588
CA-2012-164441,08-11-2012,East,Office Supplies,52.272,17.6418
CA-2012-164441,08-11-2012,East,Office Supplies,17.94,8.073
CA-2014-169054,23-04-2014,East,Furniture,254.352,0
CA-2011-106719,24-08-2011,West,Office Supplies,8.288,2.6936
CA-2014-116855,18-12-2014,South,Furniture,504.9,80.784
US-2013-164189,25-03-2013,West,Technology,403.168,25.198
CA-2012-168480,21-09-2012,Central,Furniture,194.32,31.0912
CA-2012-168480,21-09-2012,Central,Office Supplies,25.99,7.5371
US-2013-114293,22-11-2013,West,Furniture,195.136,-12.196
CA-2014-134173,17-09-2014,East,Office Supplies,20.736,7.2576
US-2012-123960,11-06-2012,South,Technology,53.7,10.203
US-2012-123960,11-06-2012,South,Office Supplies,36.26,16.6796
US-2012-123960,11-06-2012,South,Office Supplies,56.3,15.764
US-2012-123960,11-06-2012,South,Office Supplies,32.4,15.552
US-2012-123960,11-06-2012,South,Furniture,29.16,10.7892
CA-2014-101749,04-10-2014,West,Furniture,171.288,-6.4233
US-2013-147991,06-05-2013,South,Furniture,16.72,3.344
CA-2014-149559,12-09-2014,West,Office Supplies,12.96,6.2208
CA-2014-149559,12-09-2014,West,Office Supplies,22.18,10.8682
CA-2014-149559,12-09-2014,West,Furniture,2054.272,256.784
CA-2012-135174,30-04-2012,East,Technology,1022.97,-255.7425
CA-2014-125290,07-11-2014,Central,Office Supplies,13.9,3.614
CA-2014-125290,07-11-2014,Central,Office Supplies,26.38,12.1348
CA-2011-137351,30-09-2011,West,Office Supplies,43.176,13.4925
CA-2014-121419,03-04-2014,South,Furniture,411.8,70.006
CA-2014-121419,03-04-2014,South,Technology,360,129.6
US-2014-148054,07-10-2014,West,Furniture,41.96,2.9372
US-2014-148054,07-10-2014,West,Office Supplies,227.84,66.0736
US-2014-148054,07-10-2014,West,Office Supplies,37.94,18.2112
CA-2013-128517,10-04-2013,Central,Technology,517.9,134.654
CA-2013-128517,10-04-2013,Central,Office Supplies,5.28,2.4288
US-2012-100377,28-08-2012,Central,Technology,2799.96,874.9875
CA-2014-131492,20-10-2014,West,Office Supplies,8.96,4.3008
CA-2014-131492,20-10-2014,West,Office Supplies,31.5,15.12
CA-2014-131492,20-10-2014,West,Furniture,30.56,10.3904
CA-2014-131492,20-10-2014,West,Furniture,24.368,-3.3506
CA-2013-144554,08-11-2013,East,Technology,119.976,22.4955
CA-2014-127621,04-03-2014,Central,Office Supplies,26.88,9.744
CA-2012-145184,27-11-2012,East,Technology,83.97,23.5116
CA-2012-145184,27-11-2012,East,Technology,104.97,7.3479
CA-2014-106859,14-03-2014,West,Office Supplies,90.8,25.424
CA-2014-106859,14-03-2014,West,Technology,140.736,49.2576
CA-2014-106859,14-03-2014,West,Technology,214.95,88.1295
CA-2014-106859,14-03-2014,West,Office Supplies,45.36,21.7728
CA-2014-106859,14-03-2014,West,Office Supplies,288.24,138.3552
US-2014-120089,01-12-2014,East,Office Supplies,663.936,82.992
CA-2011-119375,17-11-2011,East,Office Supplies,2934.33,792.2691
CA-2011-119375,17-11-2011,East,Furniture,124.41,14.9292
CA-2011-119375,17-11-2011,East,Office Supplies,57.75,26.565
CA-2013-125206,03-01-2013,West,Office Supplies,114.46,28.615
CA-2012-126137,03-10-2012,West,Furniture,120.666,18.4548
CA-2011-143903,20-07-2011,Central,Office Supplies,342.864,38.5722
CA-2011-143903,20-07-2011,Central,Furniture,16.74,-14.229
CA-2011-143903,20-07-2011,Central,Furniture,981.372,-140.196
CA-2011-104780,21-05-2011,West,Office Supplies,31.84,10.5072
CA-2014-101182,05-09-2014,West,Office Supplies,12.96,6.2208
CA-2014-101182,05-09-2014,West,Technology,43.176,15.1116
US-2014-132297,28-05-2014,South,Office Supplies,58.34,28.0032
US-2014-132297,28-05-2014,South,Technology,539.97,134.9925
CA-2011-100328,29-01-2011,East,Office Supplies,3.928,1.3257
CA-2014-118773,10-02-2014,Central,Office Supplies,252.784,-417.0936
CA-2014-118773,10-02-2014,Central,Technology,127.984,15.998
CA-2014-118773,10-02-2014,Central,Furniture,3.984,-2.6892
CA-2014-118773,10-02-2014,Central,Office Supplies,12.992,-32.48
US-2014-159205,01-04-2014,South,Furniture,61,25.62
US-2014-159205,01-04-2014,South,Technology,671.93,188.1404
CA-2013-112123,04-03-2013,East,Office Supplies,447.86,219.4514
CA-2013-112123,04-03-2013,East,Technology,479.95,129.5865
CA-2013-112123,04-03-2013,East,Office Supplies,166.44,79.8912
CA-2012-114468,23-08-2012,Central,Office Supplies,31.68,2.772
CA-2012-114468,23-08-2012,Central,Office Supplies,10.368,3.6288
CA-2012-114468,23-08-2012,Central,Office Supplies,12.032,2.256
CA-2012-114468,23-08-2012,Central,Office Supplies,5.768,-13.5548
CA-2014-135692,28-04-2014,Central,Office Supplies,33.12,11.592
CA-2014-135692,28-04-2014,Central,Furniture,220.2656,-42.1096
CA-2014-131233,15-04-2014,East,Office Supplies,10.776,3.5022
CA-2014-131233,15-04-2014,East,Furniture,242.352,9.0882
CA-2014-119578,23-12-2014,East,Office Supplies,695.16,34.758
CA-2014-119578,23-12-2014,East,Furniture,220.98,50.8254
CA-2013-124562,09-12-2013,East,Office Supplies,12.957,-9.5018
US-2014-140074,24-03-2014,East,Office Supplies,25.68,11.556
CA-2013-103037,26-07-2013,Central,Office Supplies,15.712,5.6956
CA-2014-127460,11-07-2014,Central,Office Supplies,298.464,26.1156
CA-2013-121671,18-07-2013,Central,Office Supplies,21.93,10.0878
CA-2013-121671,18-07-2013,Central,Office Supplies,242.94,4.8588
CA-2013-121671,18-07-2013,Central,Office Supplies,7.64,3.7436
CA-2013-121671,18-07-2013,Central,Office Supplies,51.84,25.4016
CA-2013-121671,18-07-2013,Central,Office Supplies,265.17,47.7306
CA-2013-150350,24-08-2013,West,Technology,837.6,62.82
CA-2013-150350,24-08-2013,West,Office Supplies,135.9,63.873
CA-2013-150350,24-08-2013,West,Office Supplies,34.68,16.9932
CA-2013-150350,24-08-2013,West,Furniture,532.704,-39.9528
CA-2013-150350,24-08-2013,West,Office Supplies,43.1,11.206
CA-2013-150350,24-08-2013,West,Office Supplies,15.88,0.1588
CA-2012-121720,11-06-2012,South,Furniture,1123.92,-182.637
CA-2012-121720,11-06-2012,South,Technology,249.584,31.198
CA-2012-121720,11-06-2012,South,Furniture,48.672,7.3008
CA-2012-121720,11-06-2012,South,Office Supplies,60.768,7.596
CA-2012-121720,11-06-2012,South,Office Supplies,78.6,-62.88
CA-2012-121720,11-06-2012,South,Office Supplies,3.768,-3.14
CA-2012-121720,11-06-2012,South,Office Supplies,1036.624,51.8312
CA-2012-121720,11-06-2012,South,Office Supplies,563.808,21.1428
CA-2014-149895,09-09-2014,East,Technology,258.528,-47.3968
CA-2014-147564,03-10-2014,East,Office Supplies,49.12,23.0864
CA-2011-136399,16-12-2011,West,Furniture,44.46,14.6718
CA-2011-136399,16-12-2011,West,Furniture,241.568,18.1176
CA-2011-136399,16-12-2011,West,Technology,395,39.5
CA-2011-136399,16-12-2011,West,Technology,627.168,70.5564
CA-2011-107916,24-08-2011,East,Furniture,13.28,6.3744
CA-2011-107916,24-08-2011,East,Office Supplies,12.672,4.4352
CA-2014-164168,13-11-2014,Central,Office Supplies,30.56,-45.84
CA-2014-164168,13-11-2014,Central,Office Supplies,77.952,-15.5904
CA-2014-164168,13-11-2014,Central,Technology,67.992,8.499
CA-2014-164168,13-11-2014,Central,Office Supplies,12.224,4.4312
CA-2014-164168,13-11-2014,Central,Technology,44.784,-0.5598
CA-2014-164168,13-11-2014,Central,Furniture,22.848,-17.7072
CA-2012-112557,25-04-2012,East,Office Supplies,206.43,90.8292
US-2011-122959,12-12-2011,Central,Office Supplies,210.392,-336.6272
CA-2014-162572,26-09-2014,East,Technology,119.96,35.988
CA-2014-162572,26-09-2014,East,Office Supplies,10.608,0.9282
US-2013-148110,06-09-2013,Central,Furniture,347.802,-24.843
CA-2014-131828,12-02-2014,West,Furniture,963.136,108.3528
CA-2014-131828,12-02-2014,West,Technology,88.776,7.7679
CA-2011-109218,30-06-2011,West,Office Supplies,32.4,10.368
CA-2013-120558,08-06-2013,East,Office Supplies,32.4,15.552
US-2011-109036,20-12-2011,West,Office Supplies,31.05,14.904
CA-2012-147830,15-12-2012,East,Technology,2025.36,607.608
CA-2012-147830,15-12-2012,East,Technology,1799.994,-2639.9912
CA-2012-147830,15-12-2012,East,Technology,101.988,-16.998
CA-2012-147830,15-12-2012,East,Furniture,262.864,69.0018
CA-2014-150497,21-07-2014,Central,Office Supplies,735.98,331.191
CA-2011-128986,03-08-2011,West,Office Supplies,93.024,33.7212
CA-2012-139584,24-08-2012,East,Furniture,284.364,-75.8304
CA-2012-139584,24-08-2012,East,Technology,26,11.7
US-2013-162677,27-03-2013,South,Office Supplies,67.64,5.9185
US-2013-162677,27-03-2013,South,Technology,119.976,-17.9964
US-2011-150924,12-09-2011,Central,Office Supplies,5.18,-8.029
CA-2011-153969,21-09-2011,West,Office Supplies,15.56,7.3132
CA-2011-153969,21-09-2011,West,Office Supplies,78.35,36.8245
CA-2011-153969,21-09-2011,West,Office Supplies,59.52,15.4752
CA-2011-153969,21-09-2011,West,Office Supplies,38.52,17.334
CA-2011-153969,21-09-2011,West,Technology,239.984,23.9984
CA-2011-153969,21-09-2011,West,Office Supplies,19.35,9.4815
CA-2013-146682,30-10-2013,Central,Furniture,67,32.16
CA-2013-138695,29-05-2013,South,Furniture,390.272,-24.392
CA-2013-138695,29-05-2013,South,Office Supplies,62.192,19.435
